"entidad","municipio","seccion","pobtot","p_60ymas","p18ym_pb","pea","vph_inter","num_zu","num_ss","num_farm","total"
24,35,1247,0.456347380842851,0.375038144644492,0.442616605380298,0.424341288698181,0.377273925652518,0,0.0144665461121157,0.0344827586206897,0.498663561546839
21,155,1934,0.461147668860132,0.517241379310345,0.355186762144378,0.429199617007695,0.26671939537745,0,0.00723327305605787,0.0172413793103448,0.498500395782502
22,10,761,0.323459407564454,0.410741531888923,0.518627830462551,0.325862619241817,0.457860971965902,0,0,0.0172413793103448,0.498482822319261
16,89,1977,0.397003820229214,0.438815990234971,0.38852332107606,0.362246888187524,0.3577643026628,0,0,0,0.494435432239057
13,47,960,0.446326779606776,0.581019224900824,0.574608089800658,0.416291357849569,0.480182792864048,0.2,0.0198915009041591,0.258620689655172,0.494245767696052
11,7,343,0.480508830529832,0.32316142813549,0.468163344300368,0.455583531330898,0.404956498813604,0,0.0144665461121157,0.0689655172413793,0.493994362749817
13,12,221,0.506890413424805,0.312786084833689,0.334188116895684,0.426078938969467,0.3577643026628,0,0,0,0.493770785678645
22,14,404,0.244614676880613,0.578272810497406,0.435794464873234,0.24270364197312,0.333596976887248,0.4,0.0614828209764919,0.120689655172414,0.493439642657087
32,56,1870,0.304518271096266,0.325907842538908,0.423214631314109,0.277350260647541,0.370858599173917,0.36,0.0235081374321881,0.0517241379310345,0.493018532840982
14,99,2564,0.545672740364422,0.392126945376869,0.269401974066189,0.467818007730771,0.284295632305123,0,0.00180831826401447,0.0172413793103448,0.490939948017635
21,120,1669,0.37032221933316,0.537992065913946,0.481710857364041,0.304159721975957,0.383777133315757,0.48,0.0560578661844485,0.241379310344828,0.488988193305283
2,2,501,0.428645718743125,0.349710100701861,0.503241726340236,0.416291357849569,0.493980138852272,0,0.00723327305605787,0.103448275862069,0.488875748795691
5,30,755,0.487409244554673,0.316447970704913,0.456164118443971,0.437285010106741,0.435099745144565,0,0.00361663652802893,0.0862068965517241,0.487740203582772
19,12,232,0.56261375682541,0.357644186756179,0.263257209212309,0.478527607361963,0.362246243079357,0,0.00723327305605787,0.0517241379310345,0.487634986249817
5,35,1184,0.487989279356761,0.512664021971315,0.642635958970389,0.446079648214476,0.527199226645575,0,0.0325497287522604,0.258620689655172,0.487325579494526
27,4,440,0.381822909374562,0.416234360695758,0.428343332688214,0.354764353345863,0.283856226381932,0,0.00180831826401447,0,0.486682950075034
14,102,2721,0.558693521611297,0.508086664632286,0.363605573833946,0.478988616617611,0.352052025661306,0,0.0126582278481013,0.137931034482759,0.486029152675627
19,6,102,0.373182390943457,0.313701556301495,0.477501451519257,0.322883790205326,0.413305211354249,0,0.0108499095840868,0.0172413793103448,0.485970017197684
8,37,1683,0.355461327679661,0.272810497406164,0.564157151151539,0.351750062058938,0.486246594604095,0.04,0.0452079566003617,0.0862068965517241,0.485701289984559
2,2,470,0.422265335920155,0.463838877021666,0.58128507838204,0.409730841519203,0.516741365673609,0,0.0307414104882459,0.189655172413793,0.485563739176354
5,35,1310,0.455307318439106,0.37778455904791,0.468937487904006,0.402922089435796,0.42024782494068,0.08,0.00180831826401447,0.120689655172414,0.484493863251427
7,102,1737,0.463407804468268,0.469026548672566,0.452777240178053,0.411929501046136,0.328763511732138,0.16,0.0144665461121157,0.155172413793103,0.483485391082997
30,192,4498,0.416464987899274,0.355202929508697,0.347638862008903,0.387070463491613,0.328060462255031,0,0,0,0.483443770516352
26,49,571,0.462167730063804,0.316447970704913,0.398345268047223,0.405829993971417,0.39871693470428,0,0.00723327305605787,0.0517241379310345,0.483356875675459
21,107,858,0.352601156069364,0.425999389685688,0.418956841494097,0.300187949927302,0.325511907900518,0,0,0,0.482325724507697
31,50,642,0.282656959417565,0.433323161428135,0.362347590478034,0.265222170998972,0.311187274804464,0.36,0.0144665461121157,0.0689655172413793,0.482230715151515
2,1,14,0.48028881732904,0.494659749771132,0.279998064640991,0.441930564913649,0.328587749362861,0,0.00361663652802893,0.0689655172413793,0.482218503082157
26,59,951,0.41752505150309,0.458346048214831,0.412473388813625,0.366005886733572,0.357324896739608,0,0.0144665461121157,0.0689655172413793,0.48192452663927
19,32,2661,0.517831069864192,0.171193164479707,0.327946584091349,0.451044363275293,0.441163546884612,0,0.0108499095840868,0.0344827586206897,0.481658036231717
26,49,590,0.298657919475169,0.347574000610314,0.410925101606348,0.274655129614525,0.362422005448633,0.12,0.00180831826401447,0,0.4816042475019
8,19,641,0.33139988399304,0.428440646933171,0.470969614863557,0.322741941203589,0.402144300905176,0,0.00723327305605787,0.0517241379310345,0.480775724716149
28,32,1125,0.589635378122687,0.245956667683857,0.324511321850203,0.542749742898684,0.219439318042007,0.04,0,0.0517241379310345,0.480712001480434
10,5,385,0.579014740884453,0.330790357033872,0.319576156377008,0.461966736409093,0.269004306178047,0,0,0.0517241379310345,0.480517988308937
2,2,444,0.313678820729244,0.36862984436985,0.476049932262435,0.314053689847158,0.41058089463046,0.12,0.00723327305605787,0.0689655172413793,0.480332990317107
31,50,265,0.255375322519351,0.550808666463229,0.427278885233211,0.249725167559133,0.334827313472186,0.24,0.054249547920434,0.103448275862069,0.480192007558134
2,2,538,0.37840270416225,0.346658529142508,0.404102961099284,0.356076456611937,0.401441251428069,0,0.0162748643761302,0.0344827586206897,0.479950849095811
7,102,1638,0.290997459847591,0.358864815379921,0.303609444551964,0.256321146139934,0.201160031637226,0.44,0,0.0172413793103448,0.47992287596256
6,8,236,0.46092765565934,0.321940799511749,0.297077607896265,0.432568530798965,0.286492661921083,0,0,0,0.47990072557874
15,119,5837,0.392883573014381,0.36862984436985,0.482775304819044,0.360190077662328,0.391071271640742,0,0.00723327305605787,0.0689655172413793,0.479588679283827
22,14,491,0.202792167530052,0.557522123893805,0.360847687245984,0.194368594631015,0.281395553212057,0.48,0.126582278481013,0.137931034482759,0.478971530154565
15,59,3044,0.549892993579615,0.325907842538908,0.477646603444939,0.464342707188198,0.381580103699798,0,0.00361663652802893,0.137931034482759,0.478919378353121
8,37,1642,0.243694621677301,0.384192859322551,0.395248693632669,0.22759672328806,0.319360224975833,0.04,0.282097649186257,0.0344827586206897,0.47887424962206
14,120,3068,0.214092845570734,0.433628318584071,0.259338107218889,0.162062484485265,0.200632744529396,0.4,0.273056057866184,0.0517241379310345,0.478763814446144
1,1,322,0.343260595635738,0.394263045468416,0.395297077607896,0.329798929040037,0.339309253888742,0.08,0.00723327305605787,0.0344827586206897,0.478571389883482
9,11,3628,0.393443606616397,0.485199877937138,0.446293787497581,0.398737543884535,0.396695667457597,0,0.027124773960217,0.120689655172414,0.478542629183622
16,54,1224,0.283777026621597,0.528227036924016,0.381120572866267,0.259654597680769,0.334827313472186,0.08,0.0144665461121157,0.0344827586206897,0.477862481781488
19,48,2002,0.373382402944177,0.275862068965517,0.491919876137023,0.346714422497252,0.426487389050004,0,0.0180831826401447,0.0517241379310345,0.477727692844101
14,120,3033,0.371342280536832,0.548672566371681,0.500822527578866,0.369516649526579,0.434572458036734,0,0.0162748643761302,0.155172413793103,0.477568410504751
15,26,1043,0.504070244214653,0.401891974366799,0.449390361912135,0.392247952055037,0.375428420775112,0,0.0144665461121157,0.120689655172414,0.477542653391861
15,82,4208,0.365801948116887,0.329264571254196,0.441987613702342,0.354693428844994,0.329290798839968,0,0.0054249547920434,0.0172413793103448,0.47747391776194
21,120,1663,0.301818109086545,0.550808666463229,0.456696342171473,0.294655838859534,0.364443272695316,0.08,0.0307414104882459,0.103448275862069,0.476881881217814
26,30,217,0.365641938516311,0.352456515105279,0.345606735049352,0.338877265151246,0.332102996748396,0.08,0.0054249547920434,0.0172413793103448,0.476838626743159
15,38,2024,0.252755165309919,0.575221238938053,0.389878072382427,0.243802971736586,0.354424817646542,0,0.00361663652802893,0.0172413793103448,0.476797476461052
14,98,2445,0.393643618617117,0.269453768690876,0.341010257402748,0.381892974928189,0.377273925652518,0,0.00180831826401447,0,0.476508286355546
24,28,1106,0.284917095025702,0.356728715288374,0.382233404296497,0.263129898223341,0.28719571139819,0.44,0.00723327305605787,0.0862068965517241,0.476281740763299
14,46,1597,0.494569674180451,0.393652731156546,0.207470485775111,0.437249547856307,0.318657175498726,0,0.0108499095840868,0.0344827586206897,0.475900124818916
20,566,2428,0.520591235474128,0.555996338114129,0.256241532804335,0.468810950742934,0.149573776254504,0,0.0144665461121157,0.0689655172413793,0.475878382777801
1,1,326,0.310158609516571,0.292950869697894,0.454712599187149,0.29582609312387,0.391774321117849,0,0,0,0.474542249264333
14,102,2677,0.419825189511371,0.421727189502594,0.327946584091349,0.389269123018547,0.319887512083663,0,0.0126582278481013,0.0517241379310345,0.473614141226252
22,14,545,0.387823269396164,0.188281965212084,0.364379717437585,0.38125465442037,0.371737411020301,0.04,0,0,0.47334770174865
14,102,2676,0.539832389943397,0.55721696673787,0.335397716276369,0.505337068690379,0.349327708937516,0,0.0144665461121157,0.189655172413793,0.473261287945627
16,54,1191,0.41822509350561,0.480927677754043,0.380007741436036,0.379623390900387,0.312593373758678,0,0.0180831826401447,0.0862068965517241,0.473083977033973
11,20,1282,0.290337420245215,0.559047909673482,0.452341784401006,0.275187063371042,0.354952104754372,0,0.0054249547920434,0.0689655172413793,0.473039468551302
30,192,4474,0.37202232133928,0.484894720781202,0.288658796206696,0.364161849710983,0.321733016961069,0,0.00180831826401447,0.0344827586206897,0.472983074740118
31,50,625,0.524151449086945,0.443088190418065,0.27685310625121,0.477889286854144,0.226118288074523,0.08,0.00723327305605787,0.103448275862069,0.472498876615474
16,54,1268,0.335240114406864,0.465974977113213,0.503290110315464,0.32146530018795,0.418314438878636,0.08,0.0108499095840868,0.137931034482759,0.472134174703794
19,40,2124,0.48916935016101,0.307598413182789,0.211341203793304,0.397283591616724,0.301344582124967,0,0.0126582278481013,0,0.47193953687269
28,27,866,0.429345760745645,0.439731461702777,0.254548093671376,0.37490691159261,0.272519553563582,0.04,0.00904159132007233,0.0344827586206897,0.471664509673399
15,82,4228,0.425485529131748,0.472078120231919,0.482339849041997,0.379907088903862,0.409086914491607,0,0.0126582278481013,0.155172413793103,0.471603848826992
14,72,2024,0.544712682760966,0.335672871528837,0.323543642345655,0.319514876414057,0.191756744880921,0,0,0,0.471520081793044
5,35,1354,0.463987839270356,0.420506560878853,0.461099283917167,0.400687967658428,0.376570876175411,0,0.0054249547920434,0.137931034482759,0.471448437924398
24,28,775,0.51033061983719,0.385718645102228,0.245403522353397,0.44941309975531,0.218296862641708,0,0.00361663652802893,0.0344827586206897,0.470933111035579
7,102,1736,0.368862131727904,0.496795849862679,0.375991871492162,0.32958615553743,0.253009930573864,0.08,0.0108499095840868,0.0689655172413793,0.470819929705399
4,1,81,0.369242154529272,0.390296002441257,0.441068318173021,0.341253235930352,0.358906758063099,0,0.00904159132007233,0.0689655172413793,0.470291150873294
16,54,1221,0.409764585875153,0.472383277387855,0.464147474356493,0.396574346608036,0.431320854205115,0.12,0.0253164556962025,0.206896551724138,0.469881733895644
12,1,310,0.348840930455827,0.509917607567898,0.398006580220631,0.331040107805241,0.309429651111697,0.08,0.0307414104882459,0.103448275862069,0.469763146006333
1,1,156,0.340560433626018,0.462618248397925,0.347784013934585,0.32838043902266,0.314087353897531,0.04,0.0180831826401447,0.0517241379310345,0.469634125772576
15,61,3792,0.462247734864092,0.509917607567898,0.506435068705245,0.437214085605873,0.432814834343967,0,0.0198915009041591,0.224137931034483,0.469610703888778
7,102,1640,0.213212792767566,0.384192859322551,0.290932843042384,0.196319018404908,0.21495737762545,0.52,0.0253164556962025,0.0517241379310345,0.468975893306596
15,24,691,0.408484509070544,0.429661275556912,0.470195471259919,0.394482073832405,0.396080499165129,0,0,0.137931034482759,0.468511072543663
16,50,868,0.396683801028062,0.386328959414098,0.365976388620089,0.359019823397993,0.27208014764039,0.04,0.0198915009041591,0.0517241379310345,0.468480820721169
11,20,1508,0.362661759705582,0.177906621910284,0.470195471259919,0.363027057697081,0.423411547587661,0.04,0.00180831826401447,0.0517241379310345,0.468383836263144
6,8,248,0.384443066583995,0.44797070491303,0.458631701180569,0.374091279832618,0.41541435978557,0.12,0.0994575045207957,0.206896551724138,0.467931896164416
5,35,1351,0.392443546612797,0.445529447665548,0.486258951035417,0.370048583283095,0.382986202654012,0,0.0144665461121157,0.137931034482759,0.467794017391471
11,20,1495,0.409604576274576,0.36862984436985,0.331817302109541,0.369516649526579,0.275946919764478,0.12,0.00904159132007233,0.0689655172413793,0.467766033164096
30,109,2476,0.226433586015161,0.752822703692402,0.252999806464099,0.166353416787829,0.211354249055277,0.04,0.0216998191681736,0,0.467166358118294
16,103,2293,0.460147608856531,0.510222764723833,0.353444939036191,0.418312706124331,0.361718955971526,0,0.0325497287522604,0.155172413793103,0.467087946208536
10,5,148,0.405584335060104,0.2834909978639,0.390265144184246,0.354870740097167,0.33728798664206,0,0.00180831826401447,0.0344827586206897,0.466985924624942
19,40,2134,0.380222813368802,0.253280439426305,0.497677569189085,0.342529876945991,0.429651111696986,0,0.0198915009041591,0.0862068965517241,0.466463262187615
20,400,1784,0.373622417345041,0.406164174549893,0.367621443777821,0.346501648994645,0.258722207575358,0,0.0126582278481013,0.0344827586206897,0.466184184422879
24,35,1273,0.391963517811069,0.280439426304547,0.338542674666151,0.377495655874322,0.314702522189999,0,0.00361663652802893,0.0172413793103448,0.465503629544308
24,35,1304,0.440546432785967,0.394263045468416,0.39094251983743,0.417532536614774,0.3502065207839,0,0.0235081374321881,0.120689655172414,0.465493022740543
19,21,491,0.322479348760926,0.315837656393042,0.450454809367138,0.314053689847158,0.382283153176905,0.04,0.139240506329114,0.103448275862069,0.465400433628807
15,13,416,0.240274416464988,0.447055233445224,0.411844397135669,0.225362601510692,0.326127076192987,0,0.00180831826401447,0,0.465247204301357
15,121,5881,0.528911734704082,0.456209948123283,0.378652990129669,0.471257846022909,0.368222163634766,0,0.0144665461121157,0.189655172413793,0.464875571148545
15,38,2025,0.340500430025802,0.444003661885871,0.350880588349139,0.308379729777652,0.304332542402672,0,0.00180831826401447,0.0344827586206897,0.464645699484308
28,9,165,0.371602296137768,0.391211473909063,0.405022256628605,0.321926309443597,0.356182441339309,0,0.0054249547920434,0.0689655172413793,0.464447318052625
25,12,2691,0.351081064863892,0.413793103448276,0.500677375653184,0.32508244973226,0.416556815185869,0.08,0.0216998191681736,0.155172413793103,0.464337338667234
5,30,907,0.52619157149429,0.483674092157461,0.216615057093091,0.429767013014646,0.27963792951929,0,0.0144665461121157,0.103448275862069,0.464000738180469
21,42,339,0.323239394363662,0.490082392432103,0.464970001935359,0.315968651370616,0.340012303365849,0.08,0.0379746835443038,0.137931034482759,0.463845432356362
14,69,1935,0.430165809948597,0.459871833994507,0.42766595703503,0.438597113372815,0.422181211002724,0.2,0.0343580470162749,0.258620689655172,0.463697790340443
